373996608,Ice Cream,1,,934171642,,-1533430406,False,False,5,1,1,1,0,0
-2075899,Breakfast,1,,,-523839730:-1706154991,380220741:925796718,True,False,0,0,3,1,0,0
-1199743580,Breakfast Beans,1,-2075899,,1972879238,1807525572:-957949759,False,False,2,1,0,1,0,0
1436814208,Breakfast Eggs,1,-2075899,,1972879238:2087693779,961148621,False,False,2,1,0,1,0,0
-1998930853,Breakfast Extras,1,-2075899,,2087693779,-712909563:-1097889139,False,False,2,1,0,1,0,0
-1778969928,Burgers,1,,,1972879238,759552160:380220741:385684499,True,False,0,-2,1,1,0,0
965292477,Cheeseburgers,1,-1778969928,,1972879238:2087693779,759552160:380220741:385684499:-117339838,False,False,2,1,0,1,0,0
-1091625127,Fresh Patties,1,-1778969928,,1972879238:2087693779,759552160:380220741:961148621:-484165118,False,False,2,1,0,1,0,0
1298035216,Burger Toppings,1,-1778969928,,1972879238:2087693779,759552160:380220741:-712909563:385684499:-2042103798,False,False,2,1,0,1,0,0
1626323920,Hot Dogs,1,,,1972879238,-1132411297:380220741:1799769627:-965827229,True,False,0,-1,3,1,0,0
-278713285,Hot Dog - Mustard,1,1626323920,,,-117356585,False,False,2,1,0,1,0,0
1743900205,Fish,1,,,1972879238,-609358791:380220741:-1735137431,True,False,0,1,3,1,0,0
-297968808,Crab Cake,1,1743900205,,2087693779:1972879238,380220741:925796718:961148621,True,False,1,1,5,1,0,0
243846255,Fish Selection,1,1442262270,,,-609358791,False,False,2,0,0,1,0,0
-243820179,Fish Selection,1,274986412,,,-609358791,False,False,2,0,0,1,0,0
1442262270,Fish Fillet,1,1743900205,,1972879238:2087693779,380220741,True,False,1,1,3,1,0,0
274986412,Oysters,1,1743900205,,2087693779,380220741,True,False,1,1,3,1,0,0
-643878280,Spiny Fish,1,1743900205,,2087693779,380220741,True,False,1,1,3,1,0,0
-211821608,Apple Pies,1,,,2087693779:1972879238:-523839730,925796718:-266993023:-905438738,False,False,5,1,1,1,0,0
-133939790,Pies,1,,,-1706154991:-523839730,925796718:-484165118:-266993023:380220741,True,False,0,1,5,1,0,0
-1992316049,Mushroom Pies,1,-133939790,,2087693779:1972879238:-523839730,-1097889139:925796718:-266993023,False,False,1,1,0,1,0,0
-1802123036,Vegetable Pies,1,-133939790,,2087693779:1972879238:-523839730,925796718:-266993023:-452101383:-1573812073,False,False,1,1,0,1,0,0
1570910782,Apple Salad,1,1356267749,,2087693779,1193867305:-712909563:380220741:-905438738:1834063794:-1963699221:961148621,True,False,1,2,5,1,0,0
1356267749,Salad,1,,,2087693779,1193867305:-712909563:380220741,True,False,0,-1,1,1,0,0
-862637543,Potato Salad,1,1356267749,,2087693779:1972879238,-1963699221:961148621:44541785:-957949759:-2042103798:-266993023,True,False,1,2,5,1,0,0
372460604,Salad Toppings,1,1356267749,,,-1434800013:-2042103798,False,False,2,1,0,1,0,0
1384317454,Bone-in Steaks,1,-959076098,,1972879238,269523389,True,False,1,1,5,1,0,0
-959076098,Steak,1,,,1972879238,-484165118:380220741,True,False,0,0,3,1,0,0
-953651922,Steak Sauce - Mushroom,1,-959076098,,1972879238:2087693779,-1097889139:-266993023:-2042103798:-957949759,False,False,2,1,0,1,0,0
2074054556,Steak Sauce - Red Wine Jus,1,-959076098,,1972879238,-957949759:-2042103798:-266993023:-1353971407,False,False,2,1,0,1,0,0
-1192928429,Steak Topping - Mushroom,1,-959076098,,2087693779,-1097889139,False,False,2,1,0,1,0,0
-851525606,Steak Topping - Tomato,1,-959076098,,2087693779,-712909563,False,False,2,1,0,1,0,0
1916300984,Thick Cut Steaks,1,-959076098,,1972879238,-1507801323,True,False,1,1,5,1,0,0
-1716993344,Thin Cut Steaks,1,-959076098,,1972879238,1800865634,True,False,1,1,3,1,0,0
-1653221873,Stir Fry,1,,,2087693779:1972879238,-452101383:-1573812073:380220741:-1201769154:314862254,True,False,0,1,5,1,0,0
-204178430,Steak Stir Fry,1,-1653221873,,2087693779:1972879238,-1201769154:314862254:-484165118:-452101383:380220741:-1573812073,False,False,1,1,0,1,0,0
1380953991,Broccoli,1,,,1972879238,-1573812073:-957949759:-266993023,False,True,3,1,1,1,0,0
-520693398,Chips,1,,,1972879238:2087693779,44541785,False,True,3,1,1,1,0,0
364243605,Mashed Potato,1,,,1972879238:2087693779,-957949759:44541785:-266993023,False,True,3,1,1,1,0,0
2012685115,Carrot Soup,1,,,1972879238,-266993023:-2042103798:-452101383:-957949759,False,True,4,1,1,1,0,0
-997241706,Meat Soup,1,,,1972879238,-484165118:-2042103798:-957949759:-266993023,False,True,4,1,1,1,0,0
-233806503,Tomato Soup,1,,,1972879238:2087693779,-712909563:-2042103798:-957949759:-266993023,False,True,4,1,1,1,0,0
312770813,Cheese Board,1,,,2087693779,-905438738:235423916:-117339838:1834063794,False,False,5,1,1,1,0,0
550743424,Pizza,1,,,2087693779:-1706154991:-523839730,925796718:-1963699221:-117339838:-712909563:380220741,True,False,0,0,3,1,0,0
1434421325,Mushroom Pizza,1,550743424,,2087693779:-1706154991:-523839730,925796718:-1963699221:-117339838:-712909563:380220741:-1097889139,False,False,2,1,0,1,0,0
-2071275506,Onion Pizza,1,550743424,,2087693779:-1706154991:-523839730,-117339838:925796718:-2042103798:-1963699221:380220741:-712909563,False,False,2,1,0,1,0,0
-1745179096,Onion Rings,1,,,1972879238:2087693779,-2042103798:925796718,False,True,3,1,1,1,0,0
1642577536,Herd Mentality,0,,,,,False,False,6,0,0,1,0,0
-1737101581,Health and Safety,0,,,,,False,False,6,0,0,1,0,0
-2040314977,Picky Eaters,0,,,,,False,False,6,0,0,1,0,0
73422455,Tipping Culture,0,,,,,False,False,6,0,0,1,0,0
1168007081,Corn on the Cob,1,,,1972879238,976574457,False,True,3,1,1,1,0,0
400765800,Pumpkin Pies,1,,,2087693779:1972879238:-523839730,-1055654549:925796718,False,False,5,1,1,1,0,0
1393945424,Pumpkin Seed,1,,,1972879238,-1055654549,False,True,4,1,1,1,0,0
1984233383,Pumpkin Soup,1,,,1972879238,-266993023:-2042103798:-1055654549:-957949759,False,True,4,1,1,1,0,0
1838568431,Trick - Nasty Nightmares,6,,,,,False,False,6,1,0,1,0,0
61056284,Trick - Risky Reservations,6,,,,,False,False,6,1,0,1,0,0
2112990883,Trick - Freak Fires,6,,,,,False,False,6,2,0,1,0,0
-1477157706,Trick - Mysterious Messes,6,,,,,False,False,6,1,0,1,0,0
-209485820,Trick - Dark Deliberations,6,,,,,False,False,6,1,0,1,0,0
83673522,Trick - Spooky Solos,6,,,,,False,False,6,1,0,1,0,0
1139286658,Trick - Pyro Patrons,6,,,,,False,False,6,2,0,1,0,0
79859072,Trick - Cowardly Customers,6,,,,,False,False,6,1,0,1,0,0
-2123879305,Trick - Full of Friends,6,,,,,False,False,6,1,0,1,0,0
-1895806374,Trick - Grand Gesture,6,,,,,False,False,6,1,0,1,0,0
-269971294,Trick - Frightful Fluff,6,,,,,False,False,6,1,0,1,0,0
1892828942,Trick - Immortal Impatience,6,,,,,False,False,6,2,0,1,0,0
524188336,Trick - Foggy Food,6,,,,,False,False,6,1,0,1,0,0
797208634,Trick - Vanishing Valuables,6,,,,,False,False,6,1,0,1,0,0
561747534,Trick - Careful Conveyance,6,,,,,False,False,6,1,0,1,0,0
-1921275517,Trick - Tiring Times,6,,,,,False,False,6,1,0,1,0,0
319209671,Community,6,,,,,False,False,6,1,0,1,0,0
536093200,Nut Roast,1,1551533879,,2087693779:-1706154991,1834063794:380220741:-2042103798,True,False,1,1,3,1,0,0
-1405391769,Affogato,1,16318784:373996608,,,-1609758240:-1533430406,False,False,5,1,1,1,0,0
1847735819,Bread,1,,,1972879238,925796718:235423916,False,True,4,1,1,1,0,0
-1015158173,Broccoli Cheese Soup,1,,,1972879238,-1573812073:-957949759:-117339838:-266993023:-2042103798,False,True,4,1,1,1,0,0
12170609,Cherry Pies,1,,,1972879238,148543530:925796718:-266993023,False,False,5,1,1,1,0,0
-1289628495,Roast Potato,1,,,1972879238,44541785,False,True,3,1,1,1,0,0
1551533879,Turkey,1,,,-1706154991,-1506824829:380220741,True,False,0,1,3,1,0,0
-361249036,Christmas Rush,6,,,,,False,False,6,0,0,1,0,0
878396172,Christmas Crackers,1,1551533879,,,303858729,False,True,4,1,1,1,0,0
1398180456,Turkey - Cranberry Sauce,1,1551533879,,2087693779,735786885:-2133205155,False,False,2,1,0,1,0,0
-1460640973,Turkey - Gravy,1,1551533879,,1972879238,-2042103798:-957949759:-266993023,False,False,2,1,0,1,0,0
-1243742384,Turkey - Stuffing,1,1551533879,,2087693779:1972879238:-523839730,-2042103798:925796718:-266993023,False,False,2,2,0,1,0,0
-1273613313,Lucky Gift,6,,,,,False,False,6,1,0,1,0,0
-1742801708,Bamboo,1,,,1972879238,-2092567672:-266993023:-957949759,False,True,3,1,1,1,0,0
-437161441,Bamboo Stir Fry,1,-1653221873,,2087693779:1972879238,-1201769154:314862254:-2092567672:-452101383:380220741:-1573812073:-957949759:-266993023,False,False,1,1,0,1,0,0
-1759612454,Dumpling - Soy Sauce,1,367917843,,,-471813067,False,False,2,1,0,1,0,0
367917843,Dumplings,1,,,1972879238:-523839730:2087693779,925796718:-484165118:-452101383:380220741,True,False,0,2,5,1,0,0
137627410,Seaweed,1,367917843,,1972879238,595306349,False,False,2,1,0,1,0,0
1696424557,Mandarin Starter,1,,,,-1210117767,False,True,4,1,1,1,0,0
1642878331,Mushroom Stir Fry,1,-1653221873,,2087693779:1972879238,-1097889139:-1573812073:-452101383:380220741:-1201769154:314862254,False,False,1,1,0,1,0,0
1064343768,Stir Fry - Soy Sauce,1,-1653221873,,,-471813067,False,False,2,1,0,1,0,0
-2106646073,Couples,6,,,,,False,False,6,0,0,1,0,0
2028238661,Double Dates,0,-2106646073,,,,False,False,6,0,0,1,0,0
587399881,First Dates,0,-2106646073,,,,False,False,6,0,0,1,0,0
251686519,Double Brew,0,746549422,,,,False,False,6,0,0,1,0,0
2079359756,Slow Brew Coffee,1,746549422:16318784,,,,False,False,6,0,0,1,0,0
1103885337,Cake Stand,1,16318784:16318784,,,143484231,False,False,2,1,0,1,0,0
16318784,Coffee,1,,,-1316622579,-1609758240,False,False,0,-2,1,1,0,0
-740215310,Extra Milk,1,16318784,,,120342736,False,False,2,1,0,1,0,0
-696561631,Extra Sugar,1,16318784,,,-2133205155,False,False,2,1,0,1,0,0
2133632711,Iced Coffee,1,16318784,,-1316622579,-1609758240:801015432,False,False,2,1,1,1,0,0
-141282934,Latte,1,16318784,,-1316622579:510796221,-1609758240:120342736,False,False,2,1,1,1,0,0
1398671754,Tea,1,16318784,,,-1598460622:1377093570:-762638188:-266993023,False,False,2,1,1,1,0,0
